chunk_id,doc_id,title,department,access_level,text,created_at,updated_at
DOC0017_C02,DOC0017,Информационная архитектура и база знаний компании,OPS,internal,"Каждая статья в базе знаний должна иметь чёткий заголовок, краткое описание назначения документа и указание ответственного владельца. В тексте рекомендуется использовать структурирование: разделы, списки и выделение ключевых терминов. Дата последнего обновления указывается обязательно.",,
DOC0017_C03,DOC0017,Информационная архитектура и база знаний компании,OPS,internal,"Ответственный владелец документа обязан поддерживать его актуальность и обновлять информацию при изменении процессов. Если сотрудник обнаруживает неточность или устаревшие данные, он должен уведомить владельца или оставить комментарий в системе.",,
DOC0017_C04,DOC0017,Информационная архитектура и база знаний компании,OPS,internal,"Права доступа к разделам базы знаний настраиваются в соответствии с ролью сотрудника. Часть материалов может быть доступна только определённым подразделениям, если содержит чувствительную или стратегическую информацию.",,
DOC0017_C05,DOC0017,Информационная архитектура и база знаний компании,OPS,internal,Регулярный аудит структуры базы знаний проводится для выявления дублирующих материалов и устаревших разделов. Оптимизация структуры и корректная категоризация повышают качество поиска и эффективность использования системы.,,
DOC0018_C01,DOC0018,Киберугрозы и противодействие фишингу,IT,restricted,"Фишинг и социальная инженерия остаются одними из наиболее распространённых угроз информационной безопасности. Злоумышленники могут маскироваться под коллег, руководство или партнёров компании с целью получения учётных данных, финансовой информации или доступа к внутренним системам. Каждый сотрудник обязан проявлять осторожность при получении писем или сообщений с запросом конфиденциальных данных.",,
DOC0018_C02,DOC0018,Киберугрозы и противодействие фишингу,IT,restricted,"Признаками фишингового сообщения могут быть необычный адрес отправителя, орфографические ошибки, срочный характер запроса или вложения неизвестного происхождения. Перед переходом по ссылке необходимо проверить доменное имя и убедиться в его подлинности. При малейших сомнениях следует обратиться в IT-службу.",,
DOC0018_C03,DOC0018,Киберугрозы и противодействие фишингу,IT,restricted,"Категорически запрещено передавать пароли, одноразовые коды или ключи доступа по электронной почте или в мессенджерах. Руководство и IT-служба никогда не запрашивают подобную информацию в явном виде. Нарушение этого правила может привести к компрометации корпоративной инфраструктуры.",,
DOC0018_C04,DOC0018,Киберугрозы и противодействие фишингу,IT,restricted,В случае получения подозрительного сообщения сотрудник должен воспользоваться функцией отметки фишинга или переслать письмо в IT-службу для анализа. Быстрая реакция позволяет предотвратить массовые атаки и минимизировать возможный ущерб.,,
DOC0018_C05,DOC0018,Киберугрозы и противодействие фишингу,IT,restricted,Компания регулярно проводит обучающие мероприятия и тестовые фишинговые кампании для повышения уровня осведомлённости сотрудников. Результаты тестирования используются для улучшения программ обучения и укрепления общей культуры информационной безопасности.,,
DOC0019_C01,DOC0019,Стратегическое планирование и годовые цели компании,OPS,restricted,"Стратегическое планирование осуществляется на ежегодной основе и определяет приоритетные направления развития компании. Руководство формирует ключевые цели, исходя из анализа рыночной ситуации, конкурентной среды и внутренних ресурсов. Результатом стратегической сессии является перечень инициатив и показателей, которые должны быть достигнуты в течение отчётного периода.",,
DOC0019_C02,DOC0019,Стратегическое планирование и годовые цели компании,OPS,restricted,"Годовые цели декомпозируются до уровня подразделений и индивидуальных KPI сотрудников. Каждое направление получает конкретные измеримые показатели, сроки выполнения и ответственных лиц. Согласование целей проводится между руководителями подразделений для обеспечения согласованности действий.",,
DOC0019_C03,DOC0019,Стратегическое планирование и годовые цели компании,OPS,restricted,"В течение года проводится регулярный мониторинг выполнения стратегических целей. Отчёты о прогрессе представляются на управленческих встречах, где анализируются достижения, отклонения и корректирующие меры. При существенных изменениях рыночной ситуации цели могут быть пересмотрены.",,
DOC0019_C04,DOC0019,Стратегическое планирование и годовые цели компании,OPS,restricted,"Для оценки достижения целей используются финансовые и операционные показатели, включая выручку, рентабельность, рост клиентской базы и показатели качества сервиса. Анализ результатов позволяет определить эффективность выбранной стратегии.",,
DOC0019_C05,DOC0019,Стратегическое планирование и годовые цели компании,OPS,restricted,Документы стратегического планирования имеют ограниченный доступ и предназначены для руководителей и ключевых сотрудников. Соблюдение конфиденциальности стратегической информации является обязательным требованием для всех участников процесса.,,
DOC0020_C01,DOC0020,Управление качеством услуг и стандарты обслуживания,OPS,internal,"Система управления качеством направлена на обеспечение стабильного уровня предоставляемых услуг и соответствие ожиданиям клиентов. Основой системы являются утверждённые стандарты обслуживания, описывающие требования к срокам реакции, полноте выполнения задач и корректности коммуникации. Все сотрудники, взаимодействующие с клиентами, обязаны соблюдать данные стандарты.",,
DOC0020_C02,DOC0020,Управление качеством услуг и стандарты обслуживания,OPS,internal,"Контроль качества осуществляется через регулярный анализ обращений клиентов, мониторинг показателей SLA и выборочные проверки выполненных задач. Результаты проверок используются для выявления системных проблем и определения зон для улучшения процессов.",,
DOC0020_C03,DOC0020,Управление качеством услуг и стандарты обслуживания,OPS,internal,"В случае выявления отклонений от стандартов руководитель подразделения инициирует корректирующие действия, которые могут включать дополнительное обучение сотрудников, пересмотр процессов или обновление регламентов. Все изменения документируются и доводятся до команды.",,
DOC0020_C04,DOC0020,Управление качеством услуг и стандарты обслуживания,OPS,internal,Регулярный сбор обратной связи от клиентов позволяет оценить уровень удовлетворённости и определить направления развития сервиса. Опросы и интервью проводятся по утверждённой методике с последующим анализом результатов.,,
DOC0020_C05,DOC0020,Управление качеством услуг и стандарты обслуживания,OPS,internal,"Система управления качеством является непрерывным процессом и требует постоянного анализа и совершенствования. Ответственность за поддержание стандартов обслуживания несут руководители подразделений и сотрудники, непосредственно участвующие в оказании услуг.",,
DOC0021_C01,DOC0021,Управление изменениями организационной структуры,HR,restricted,"Изменения организационной структуры компании осуществляются в целях повышения эффективности управления, адаптации к рыночным условиям и реализации стратегических задач. Решения о создании новых подразделений, объединении команд или изменении зон ответственности принимаются руководством на основании анализа текущих бизнес-процессов и долгосрочных целей.",,
DOC0021_C02,DOC0021,Управление изменениями организационной структуры,HR,restricted,"Перед внедрением изменений проводится оценка влияния на сотрудников, проекты и ключевые процессы. Формируется план переходного периода, включающий перераспределение обязанностей, обновление должностных инструкций и корректировку прав доступа к системам.",,
DOC0021_C03,DOC0021,Управление изменениями организационной структуры,HR,restricted,"Все изменения организационной структуры оформляются официальным приказом и отражаются в кадровых и учётных системах. Сотрудники уведомляются о новых ролях, руководителях и функциональных обязанностях через внутренние каналы коммуникации.",,
DOC0021_C04,DOC0021,Управление изменениями организационной структуры,HR,restricted,В переходный период руководители подразделений обязаны обеспечить непрерывность бизнес-процессов и минимизировать риски потери информации или снижения производительности. При необходимости организуются дополнительные встречи и разъяснения для сотрудников.,,
DOC0021_C05,DOC0021,Управление изменениями организационной структуры,HR,restricted,"После завершения реорганизации проводится оценка её эффективности, включая анализ производственных показателей и уровня удовлетворённости сотрудников. Полученные результаты используются для корректировки управленческих решений в будущем.",,
DOC0022_C01,DOC0022,Управление поставщиками и выбор контрагентов,FIN,restricted,"Выбор поставщиков и контрагентов осуществляется на основе прозрачной процедуры оценки, направленной на минимизацию финансовых и юридических рисков. Перед заключением договора проводится анализ репутации компании, финансовой устойчивости и соответствия требованиям законодательства. Инициатор сотрудничества обязан предоставить обоснование выбора и ожидаемую выгоду для бизнеса.",,
DOC0022_C02,DOC0022,Управление поставщиками и выбор контрагентов,FIN,restricted,"Для крупных закупок или долгосрочных контрактов может проводиться конкурентный отбор с запросом коммерческих предложений от нескольких поставщиков. Критерии оценки включают стоимость, сроки поставки, условия оплаты, гарантии качества и уровень сервисной поддержки.",,
DOC0022_C03,DOC0022,Управление поставщиками и выбор контрагентов,FIN,restricted,"Перед подписанием договора контрагент проходит процедуру проверки на наличие ограничений, судебных споров или санкционных рисков. Юридический и финансовый отделы участвуют в согласовании ключевых условий сотрудничества.",,
DOC0022_C04,DOC0022,Управление поставщиками и выбор контрагентов,FIN,restricted,В процессе работы с поставщиком проводится регулярная оценка качества выполнения обязательств. При систематических нарушениях сроков или условий договора инициируется пересмотр сотрудничества или поиск альтернативных вариантов.,,
DOC0022_C05,DOC0022,Управление поставщиками и выбор контрагентов,FIN,restricted,Все договоры и сопутствующие документы хранятся в централизованной системе с ограничением доступа. Ответственность за актуальность информации о поставщиках несёт подразделение-инициатор сотрудничества.,,
DOC0023_C01,DOC0023,Защита интеллектуальной собственности и исходного кода,LEGAL,restricted,"Интеллектуальная собственность компании включает программный код, архитектурные решения, документацию, аналитические модели, дизайн-материалы и иные результаты интеллектуальной деятельности, созданные сотрудниками в рамках выполнения служебных обязанностей. Все такие материалы считаются собственностью компании, если иное не предусмотрено договором.",,
DOC0023_C02,DOC0023,Защита интеллектуальной собственности и исходного кода,LEGAL,restricted,Исходный код и техническая документация хранятся в централизованных репозиториях с разграничением прав доступа. Использование личных аккаунтов или сторонних платформ для хранения рабочих материалов запрещено. Регулярно выполняется резервное копирование и аудит доступа к репозиториям.,,
DOC0023_C03,DOC0023,Защита интеллектуальной собственности и исходного кода,LEGAL,restricted,Передача исходного кода или технической документации третьим лицам допускается только при наличии действующего договора и соглашения о конфиденциальности. Любые внешние публикации или демонстрации продукта должны быть предварительно согласованы с руководством.,,
DOC0023_C04,DOC0023,Защита интеллектуальной собственности и исходного кода,LEGAL,restricted,В случае выявления несанкционированного использования или утечки интеллектуальной собственности проводится внутреннее расследование. Компания вправе применять юридические меры для защиты своих прав и минимизации ущерба.,,
DOC0023_C05,DOC0023,Защита интеллектуальной собственности и исходного кода,LEGAL,restricted,Сотрудники обязаны соблюдать требования по защите интеллектуальной собственности даже после прекращения трудовых отношений. Нарушение этих обязательств может повлечь гражданско-правовую или иную ответственность в соответствии с действующим законодательством.,,
DOC0024_C01,DOC0024,Планирование и управление ресурсами проектов,OPS,internal,"Эффективное планирование ресурсов является ключевым фактором успешной реализации проектов. На этапе инициации определяется необходимый состав команды, включая роли, компетенции и предполагаемую загрузку сотрудников. Руководитель проекта согласует распределение ресурсов с руководителями подразделений.",,
DOC0024_C02,DOC0024,Планирование и управление ресурсами проектов,OPS,internal,"При планировании учитываются текущая загрузка сотрудников, приоритетность проектов и доступность ключевых специалистов. Перераспределение ресурсов между проектами допускается только после согласования с ответственными руководителями.",,
DOC0024_C03,DOC0024,Планирование и управление ресурсами проектов,OPS,internal,В процессе выполнения проекта проводится регулярный анализ фактической загрузки команды и соответствия плану. При выявлении перегрузки или нехватки ресурсов руководитель проекта обязан инициировать корректирующие меры.,,
DOC0024_C04,DOC0024,Планирование и управление ресурсами проектов,OPS,internal,"Изменения в составе команды, включая привлечение дополнительных специалистов или сокращение участия отдельных сотрудников, фиксируются в системе управления проектами. Все изменения должны быть обоснованы и документированы.",,
DOC0024_C05,DOC0024,Планирование и управление ресурсами проектов,OPS,internal,Регулярная оценка эффективности использования ресурсов позволяет оптимизировать процессы и снижать издержки. Результаты анализа используются при планировании новых проектов и формировании бюджета.,,
DOC0025_C01,DOC0025,Корпоративная этика и предотвращение конфликта интересов,HR,restricted,"Компания придерживается принципов честности, прозрачности и уважения в деловых отношениях. Каждый сотрудник обязан действовать в интересах компании и избегать ситуаций, которые могут привести к конфликту интересов. Под конфликтом интересов понимается ситуация, при которой личные интересы сотрудника могут повлиять на объективность принимаемых решений.",,
DOC0025_C02,DOC0025,Корпоративная этика и предотвращение конфликта интересов,HR,restricted,"Сотрудник обязан уведомить руководство о наличии потенциального конфликта интересов, например, если его родственники или близкие лица связаны с контрагентом компании. Несвоевременное раскрытие такой информации может привести к дисциплинарным мерам.",,
DOC0025_C03,DOC0025,Корпоративная этика и предотвращение конфликта интересов,HR,restricted,"Получение подарков, вознаграждений или иных выгод от клиентов и поставщиков допускается только в пределах установленных лимитов и должно быть задекларировано. Недопустимо принимать решения, руководствуясь личной выгодой.",,
DOC0025_C04,DOC0025,Корпоративная этика и предотвращение конфликта интересов,HR,restricted,Взаимодействие с государственными органами и партнёрами должно осуществляться в строгом соответствии с законодательством и внутренними регламентами. Запрещены любые формы коррупционного поведения.,,
DOC0025_C05,DOC0025,Корпоративная этика и предотвращение конфликта интересов,HR,restricted,Компания регулярно проводит обучающие мероприятия по вопросам деловой этики и соблюдения нормативных требований. Соблюдение этических стандартов является обязательным для всех сотрудников независимо от должности.,,
DOC0026_C01,DOC0026,Управление инцидентами и непрерывность бизнеса,IT,restricted,"Система управления инцидентами направлена на оперативное реагирование на события, которые могут привести к остановке критически важных процессов компании. К таким событиям относятся сбои инфраструктуры, кибератаки, отказ ключевых сервисов, а также внешние факторы, влияющие на деятельность бизнеса. Для каждого типа инцидента определены процедуры реагирования и ответственные лица.",,
DOC0026_C02,DOC0026,Управление инцидентами и непрерывность бизнеса,IT,restricted,"При возникновении инцидента формируется оперативная группа, которая оценивает масштаб проблемы, потенциальное влияние на клиентов и приоритет восстановления. Все действия фиксируются в системе учёта инцидентов, включая временные решения и окончательные меры по устранению причин сбоя.",,
DOC0026_C03,DOC0026,Управление инцидентами и непрерывность бизнеса,IT,restricted,"План обеспечения непрерывности бизнеса (BCP) предусматривает резервные сценарии работы в случае недоступности основных систем или офисной инфраструктуры. В рамках плана предусмотрены альтернативные каналы коммуникации, резервные площадки и процедуры восстановления данных.",,
DOC0026_C04,DOC0026,Управление инцидентами и непрерывность бизнеса,IT,restricted,"План восстановления после аварий (Disaster Recovery) включает регулярное резервное копирование данных, тестирование процедур восстановления и проверку доступности резервных сред. Ответственные подразделения обязаны проводить периодические учения для проверки готовности к чрезвычайным ситуациям.",,
DOC0026_C05,DOC0026,Управление инцидентами и непрерывность бизнеса,IT,restricted,После завершения инцидента проводится детальный анализ причин и разрабатываются корректирующие меры. Отчёт о происшествии используется для обновления планов реагирования и повышения устойчивости инфраструктуры.,,
DOC0027_C01,DOC0027,Защита коммерческой тайны и конфиденциальной информации,LEGAL,restricted,"Коммерческая тайна компании включает стратегические планы, финансовые показатели, клиентские базы, условия договоров, технологические решения и иные сведения, обладающие коммерческой ценностью. Доступ к такой информации предоставляется только сотрудникам, чьи должностные обязанности требуют её использования.",,
DOC0027_C02,DOC0027,Защита коммерческой тайны и конфиденциальной информации,LEGAL,restricted,Передача конфиденциальной информации третьим лицам допускается исключительно при наличии подписанного соглашения о неразглашении (NDA) и согласования с юридическим отделом. Документы должны передаваться через защищённые каналы связи с использованием средств шифрования.,,
DOC0027_C03,DOC0027,Защита коммерческой тайны и конфиденциальной информации,LEGAL,restricted,"Хранение материалов, содержащих коммерческую тайну, осуществляется в корпоративных системах с разграничением прав доступа. Запрещено сохранять такие данные на личных устройствах или в сторонних облачных сервисах.",,
DOC0027_C04,DOC0027,Защита коммерческой тайны и конфиденциальной информации,LEGAL,restricted,В случае утраты носителей информации или подозрения на утечку сотрудник обязан незамедлительно уведомить руководство и IT-службу. Проводится расследование с целью минимизации ущерба и предотвращения повторных инцидентов.,,
DOC0027_C05,DOC0027,Защита коммерческой тайны и конфиденциальной информации,LEGAL,restricted,"Обязанность по сохранению конфиденциальности действует как в период трудовых отношений, так и после их прекращения. Нарушение требований по защите коммерческой тайны может повлечь дисциплинарную, гражданско-правовую или иную ответственность.",,
DOC0027_C01,DOC0027,Защита коммерческой тайны и конфиденциальной информации,LEGAL,restricted,"Коммерческая тайна компании включает стратегические планы, финансовые показатели, клиентские базы, условия договоров, технологические решения и иные сведения, обладающие коммерческой ценностью. Доступ к такой информации предоставляется только сотрудникам, чьи должностные обязанности требуют её использования.",,
DOC0027_C02,DOC0027,Защита коммерческой тайны и конфиденциальной информации,LEGAL,restricted,Передача конфиденциальной информации третьим лицам допускается исключительно при наличии подписанного соглашения о неразглашении (NDA) и согласования с юридическим отделом. Документы должны передаваться через защищённые каналы связи с использованием средств шифрования.,,
DOC0027_C03,DOC0027,Защита коммерческой тайны и конфиденциальной информации,LEGAL,restricted,"Хранение материалов, содержащих коммерческую тайну, осуществляется в корпоративных системах с разграничением прав доступа. Запрещено сохранять такие данные на личных устройствах или в сторонних облачных сервисах.",,
DOC0027_C04,DOC0027,Защита коммерческой тайны и конфиденциальной информации,LEGAL,restricted,В случае утраты носителей информации или подозрения на утечку сотрудник обязан незамедлительно уведомить руководство и IT-службу. Проводится расследование с целью минимизации ущерба и предотвращения повторных инцидентов.,,
DOC0027_C05,DOC0027,Защита коммерческой тайны и конфиденциальной информации,LEGAL,restricted,"Обязанность по сохранению конфиденциальности действует как в период трудовых отношений, так и после их прекращения. Нарушение требований по защите коммерческой тайны может повлечь дисциплинарную, гражданско-правовую или иную ответственность.",,
DOC0028_C01,DOC0028,Обучение и профессиональное развитие сотрудников,HR,internal,"Компания поддерживает непрерывное профессиональное развитие сотрудников как ключевой фактор долгосрочного успеха. Обучение может включать внутренние тренинги, внешние курсы, участие в конференциях и самостоятельное изучение профильных материалов. Инициатор обучения обязан обосновать ожидаемую пользу для текущих задач или стратегических целей подразделения.",,
DOC0028_C02,DOC0028,Обучение и профессиональное развитие сотрудников,HR,internal,"Для участия во внешних образовательных программах сотрудник подаёт заявку через HR-систему с указанием стоимости, продолжительности и предполагаемого результата обучения. Решение о финансировании принимается руководителем подразделения с учётом бюджета и приоритетов развития.",,
DOC0028_C03,DOC0028,Обучение и профессиональное развитие сотрудников,HR,internal,После завершения обучения сотрудник обязан предоставить краткий отчёт о полученных знаниях и возможностях их применения в работе. При необходимости организуется внутренний обмен опытом в формате презентации или практического семинара для коллег.,,
DOC0028_C04,DOC0028,Обучение и профессиональное развитие сотрудников,HR,internal,"Планы развития формируются совместно с руководителем и включают оценку текущих компетенций, определение целевых навыков и сроков их достижения. Прогресс по плану развития обсуждается в рамках регулярных встреч по оценке эффективности.",,
DOC0028_C05,DOC0028,Обучение и профессиональное развитие сотрудников,HR,internal,"Компания может предусматривать программы наставничества и внутренней ротации для расширения профессионального опыта сотрудников. Поддержка развития способствует повышению мотивации, удержанию персонала и формированию кадрового резерва.",,
DOC0029_C01,DOC0029,Управление качеством кода и технические стандарты разработки,IT,internal,"Качество программного кода напрямую влияет на стабильность продукта, скорость развития и затраты на поддержку. В компании действуют единые стандарты разработки, которые включают требования к структуре кода, именованию переменных, обработке ошибок и документированию. Соблюдение стандартов является обязательным для всех разработчиков независимо от проекта.",,
DOC0029_C02,DOC0029,Управление качеством кода и технические стандарты разработки,IT,internal,"Все изменения в кодовой базе проходят процедуру обязательного код-ревью. Ревью направлено на выявление логических ошибок, потенциальных уязвимостей и отклонений от архитектурных принципов. Замечания по ревью должны быть устранены до слияния изменений в основную ветку.",,
DOC0029_C03,DOC0029,Управление качеством кода и технические стандарты разработки,IT,internal,"Автоматизированное тестирование является обязательным элементом процесса разработки. Для новых функций создаются модульные и интеграционные тесты, обеспечивающие проверку корректности работы системы. Отсутствие тестов допускается только при наличии обоснованного исключения.",,
DOC0029_C04,DOC0029,Управление качеством кода и технические стандарты разработки,IT,internal,"Непрерывная интеграция (CI) обеспечивает автоматическую проверку сборки, запуск тестов и статический анализ кода при каждом изменении. В случае ошибки сборки внесённые изменения должны быть исправлены до продолжения работы над другими задачами.",,
DOC0029_C05,DOC0029,Управление качеством кода и технические стандарты разработки,IT,internal,Регулярный технический аудит и рефакторинг позволяют поддерживать кодовую базу в актуальном состоянии. Ответственность за архитектурную целостность системы несут технические лиды и архитекторы проектов.,,
DOC0030_C01,DOC0030,Управление клиентскими данными и политика хранения информации,LEGAL,restricted,"Клиентские данные являются критически важным активом компании и подлежат защите в соответствии с внутренними регламентами и применимым законодательством. Под клиентскими данными понимаются контактная информация, договорные условия, история взаимодействий, финансовые показатели и иные сведения, предоставленные клиентом в рамках сотрудничества.",,
DOC0030_C02,DOC0030,Управление клиентскими данными и политика хранения информации,LEGAL,restricted,"Сбор и обработка клиентских данных допускаются исключительно в рамках служебных обязанностей и в объёме, необходимом для выполнения договорных обязательств. Доступ к таким данным предоставляется на основании роли сотрудника и фиксируется в системе управления доступами.",,
DOC0030_C03,DOC0030,Управление клиентскими данными и политика хранения информации,LEGAL,restricted,Хранение данных осуществляется в утверждённых корпоративных системах с использованием механизмов шифрования и журналирования действий пользователей. Запрещено сохранять клиентские данные на личных устройствах или передавать их через незащищённые каналы связи.,,
DOC0030_C04,DOC0030,Управление клиентскими данными и политика хранения информации,LEGAL,restricted,Сроки хранения данных определяются условиями договора и требованиями законодательства. По истечении установленного срока данные подлежат удалению или архивированию в соответствии с утверждённой процедурой.,,
DOC0030_C05,DOC0030,Управление клиентскими данными и политика хранения информации,LEGAL,restricted,В случае запроса клиента на изменение или удаление его данных компания обязана рассмотреть обращение в установленный срок и обеспечить выполнение требований в рамках действующих нормативных актов.,,
DOC0031_C01,DOC0031,Управление доступом к финансовым системам и разграничение ролей,FIN,restricted,"Финансовые системы компании содержат данные о бюджетах, платежах, договорах и отчётности, поэтому доступ к ним регулируется по принципу строгого разграничения ролей. Каждому сотруднику назначается уровень доступа в зависимости от его должностных обязанностей и зоны ответственности. Предоставление прав осуществляется только после согласования с руководителем подразделения и финансовым директором.",,
DOC0031_C02,DOC0031,Управление доступом к финансовым системам и разграничение ролей,FIN,restricted,"Система разграничения ролей предусматривает разделение функций инициирования, согласования и проведения финансовых операций. Один сотрудник не может одновременно создавать и утверждать платежные документы, если это не предусмотрено отдельным регламентом и контролем.",,
DOC0031_C03,DOC0031,Управление доступом к финансовым системам и разграничение ролей,FIN,restricted,"Все действия пользователей в финансовых системах журналируются, включая создание, изменение и удаление записей. Логи хранятся в централизованной системе и используются для внутреннего аудита и расследования возможных нарушений.",,
DOC0031_C04,DOC0031,Управление доступом к финансовым системам и разграничение ролей,FIN,restricted,"Пересмотр прав доступа осуществляется не реже одного раза в год, а также при изменении должности сотрудника или завершении его участия в проекте. Неиспользуемые и избыточные права должны быть своевременно отозваны.",,
DOC0031_C05,DOC0031,Управление доступом к финансовым системам и разграничение ролей,FIN,restricted,"Нарушение правил доступа, попытки обхода системы контроля или несанкционированное изменение финансовых данных рассматриваются как серьёзное нарушение внутренней политики и могут повлечь дисциплинарную или юридическую ответственность.",,
DOC0032_C01,DOC0032,Управление изменениями в IT-инфраструктуре и конфигурационный контроль,IT,restricted,"Изменения в IT-инфраструктуре, включая обновление серверов, сетевого оборудования, систем хранения данных и облачных сервисов, должны осуществляться по формализованной процедуре. Каждое изменение регистрируется в системе управления изменениями с указанием цели, объёма работ, затрагиваемых компонентов и потенциальных рисков.",,
DOC0032_C02,DOC0032,Управление изменениями в IT-инфраструктуре и конфигурационный контроль,IT,restricted,"Перед внедрением изменений проводится оценка влияния на производительность, безопасность и доступность сервисов. Для критических систем требуется согласование с ответственными владельцами сервисов и уведомление заинтересованных подразделений.",,
DOC0032_C03,DOC0032,Управление изменениями в IT-инфраструктуре и конфигурационный контроль,IT,restricted,"Конфигурационные параметры инфраструктуры хранятся в централизованном репозитории с версионным контролем. Любые изменения конфигурации фиксируются с указанием автора, даты и причины изменения.",,
DOC0032_C04,DOC0032,Управление изменениями в IT-инфраструктуре и конфигурационный контроль,IT,restricted,"Для минимизации рисков внедрение изменений осуществляется в согласованные временные окна. При необходимости разрабатывается план отката, позволяющий быстро восстановить предыдущую стабильную конфигурацию.",,
DOC0032_C05,DOC0032,Управление изменениями в IT-инфраструктуре и конфигурационный контроль,IT,restricted,После завершения работ проводится проверка корректности функционирования затронутых систем и обновление технической документации. Регулярный аудит конфигураций помогает предотвращать накопление технического долга и снижать вероятность инцидентов.,,
